party,work_for
Kansallinen Kokoomus,halua et suomi on kannustav maa suomi on pidettäv hyvinvointivaltio työn ja yrittämis pitä ol kannattav ja heikoim on voitav pitä huol
Vihreä liitto,ihmisarvois ja ympäristö kunnioittav kehityks puole talout ei nost leikkaam ihmist palvelu perusturv tai köyhim luono monimuotoisuus ja yhtein ilmasto on pelastettav luonnonvaro kestämättöm ylikulutuks ja fossiilist polttoain käytö ihmisarvo on puolustettav jot kaik oikeus hyv palvelu ja koulutuks sekä syrjimättömyyt turv sen sija uudist toimintatapo lisä työllisyyt ja vähen ympäristöhaito tulevaisuus on hiilineutraal ja ihmisarvois suome sil menesty myös taloud ote käytö uusiutuv energia ja energiatehokkuut helpot yrittäjyyt ja työnteko perustulo uudist julk sektor ja panost koulutuks ja tietoyhteiskun vihr ratkaisu voita luoda 200 000 uut työpaik vuote 2020 men se hoitai 45 miljard euro ede budjettivaj ja on kestäv tapa nous taantum kuin leika ihmist palvelu leikkaust tie vie luokkayhteiskun ja koulutuks periytyvyyt sama halua korost tasaarvo ja kaik ihmist oikeuks merkity suomi on paras maa meil kaik kun jokais on tila ol omanlais vähemmistöj oikeud auttav joka suomal olem omanlais ja torjuv kiusaam koulu ja työpaiko ik ei saa ant per idealism parem huomis puole kyynistymin on ihmisyyd lopu jolo kestäv arvo hukkuv usko et oike uudistuks huomin voi ol paremp meil kaik
Kansallinen Kokoomus,erityis nuort vammaist ja vajaakuntoist työllistäm omaishoido tukem valtiontaloud tasapainottam ja sääntely purkam sekä osaamis uus ideo ja innovaatio tuotteistam ja markkinoim
Suomen Sosialidemokraattinen Puolue,yrittämis tukemis kaut lisä työtä suome reilu työeläm ja erityis yksinäisyyd torjun on tärk yhteiskunnallin tehtäv
Kansallinen Kokoomus,valtio taloud kehitys on saatav kestäv taso rohkea rakenteellis uudistuks hallintorakent päälekkäisyyks karsimin selkeä kannustim tehd työtä yritystoimint ja työllist
Suomen Kristillisdemokraatit (KD),pient ja keskisuurt yrityst perustam on helpotettav ja älytö byrokrat ja sääntely on järkeistettäv ja osit koko purettav aja työllistäm ja talouskasvu kestäv lähtökohd
Perussuomalaiset,ole 28vuotias yhteiskuntatiet maister helsing ole toiminu kahd vuode aja jäsen helsing kaupung varhaiskasvatuslautakun last asia ova lähe sydän ja heidä etu puolustamin on minu erit tärkeä ulkom opiskel ole oppinu vahvo kansallisvaltio merkityks erityis pient maide kute suome kohd kuka nimit puolust meidä suomalaist etu jos eivä suomalais its politiik tarv linj visio ja rohkeut aja tärk asio eteenp suomi nouse ainoa vahv poliittis linj ja johdonmukais yhteist asio hoitamis suomalaist ostovoim tule parant kaik mahdollis toimenpit en hyväksy sitä et suure osa suomalais mene iso osa tulo ruoka ja asumis tällais tilant ei syny talouskasvu kun kasvav osa ihmis sinnittel juuri ja juuri köyhyysraj yläpuol myös alkoholivero tule alent tuntuv suome tule luoda lisä oike palkkatö ei halpatö halpatyö näennäis tehokkuud maks yhteiskun kasvav sosiaalimeno kun moni kokopäivätyö käyvä ihmin joutu turvautum sosiaaliturv jot saa elämis perusedellytyks hankitu aikuist ihmist liiallis holhoamis on loputtav suome on liika sääntöj ja rajoit joil kontrolloid itsenäist aikuist eläm ja vaikeut heidä eläm eläm on eläm vart ja valtio ihm vart
Vihreä liitto,aja last oikeuks halua vaikut kouluviihtyvyyt ja turvallisuut sekä kehit maaseudu eläv ihmist ark ja toimeentulo
Suomen Keskusta,minu tärkeä on perh ja ihmis hyvinvoint työ koulutus ja turvallisuus halua vaikut siihe et ihmis on työtä ja toimeentulo sil seudu jonk koke kodiks yrittäjyyd tule luoda edellytyks kaikia suome halua edist hyvä vanhuudenturv ja heidä asem jotk eivä its pysty puolustam oikeuksia
Suomen Kristillisdemokraatit (KD),ympäristö saastuttamin pitä lopu ulkomaist omistaj saast jää suome mut kaivost tulo menev ulkom verotulo pitä jäädä suome
Vihreä liitto,perustulo aut tode mon ihmisryhm saira oikeaaikain ja laadukas hoito sekä hoitohenkilökun kuno palk ja hyvä työolo sivistys ja kulttuur kuulu kaik rata turkulohjaespo
Vasemmistoliitto,velanvälttely ja suuromaisuud etu turvaamis on siirryttäv toimeentulo yhtäläis kaik mahdollistav politiik jonk pääpaino on täystyöllisyyd keskeis työkalu täystyöllisyyd turvaamis on suomalaist tuot ja palvelu kulutuks lisäämin elvytys tuli aloit satsaam tutkimuks uusiutuv energia sekä teih ja raite pidem tähtäim on panostettav korkeakoulutetu kulttuur moniäänis suome jos perustulo mahdollist ent vapaam yrittämis ja itseilmaisu on myös tunnustettav ympäristö raja fossiilis polttoain ja ydinvoim on asteit korvattav uusiutuv vaale aja merkittäv 300 miljoon vuosittais lisäpanostuks tuulivoim ja aurinkoenergia jotk korvaisiv tarp rakent uus ydinreaktor suome
Suomen Kristillisdemokraatit (KD),lapsiperh ja nuort on saatav ajo tuke vanhemp tule saada päät last hoido järjestely kannat vanhempainrahakaud pidentäm nykyis vanhust hoito ja hoiva tule resurssoid riittäv
Kansallinen Kokoomus,tyoì ˆnteko ja yrittämin pitä tehd kannattav terveydenhuolto liittyv asia verotuks on oltav työnteko ja yrittäm kannustav
Suomen Sosialidemokraattinen Puolue,työllisyyd edistäm nuort syrjäytymis ehkäisy sekä oikeud muka eläkepolitiik
Suomen Kristillisdemokraatit (KD),ihmist asio paremp tulevaisuus suome
Suomen Sosialidemokraattinen Puolue,julkis palvelu ova hyvinvointivaltio peru terveydenhuolo ei pide tehd kauppatavar ikäihmis ja omaishoitaj tarvitsev puolustaj ei indeks jäädytyks työ on ava hyvinvoint talouspolitiik tule tuke talouskasvu stop eriarvoistumis taloud ongelm eivä ratk leikkauks joil heiken pienituloist asem
Perussuomalaiset,suomal työtä ja yrittäm suomalais työl suomi nouse ja palvelu voida turv
Vasemmistoliitto,taloud elpym työttömyyd vähentäm ja ihmist vapaut esit kokeilu 6tun työpäiv ja perustulo
Kansallinen Kokoomus,pienyrittäj byrokratia helpottamin sekä yrittäj arj ja sosiaaliturv parantamin pieksämäe ja sen kaltaist kaupunk säilyttämin elinvoimais
Vasemmistoliitto,valtio pitä taata kansalaist ihmist hyvinvoint ei suuryrityst ja pääoma
Vihreä liitto,kalat ja harvim asutue alue ihmist palvelu turvaam
Suomen Sosialidemokraattinen Puolue,en vaalikaud halua kehit suomal koulutusjärjestelm vähent nuorisotyöttömyyt uudist energiapolitiik ja turv lap elämis edellytyks kute palvelu ja työpaik
Suomen Keskusta,yrittäjyyd toimintaedellytyks jois normitalko ova kiireellis vanhempainkustannust jako ensimmäis työntekij palkkaus henkilöyrittäj esim yrittäjävähennys tasaam vero perhepolitiik ajattelu uus eli ylisukupolvis ehdot modern syytink eli jos vanhem ja laps yhdes sopiv he voiva hoita oma vanhem silo perintövero on 0 ja muut vero alemp
Vihreä liitto,köyhyyd torjun on politiik tärk tehtäv se et ole kaik sama vene on myös ympäristö ja ilmasto etu teen kaik jot tasaarvo ja yhdenvertaisuus toteutuv ja sosiaalin oikeudenmukaisuus ja ympäristö ja ilmasto suojelu kulkev käsi käde konkreettis tämä tarkoit muun muas sitä et halua kehit perusturv suun joka mahdollist ihmis työskentely ja pääst irtautum jatkuv niukkuud nyt on aika koke perustulo oli kaik etu et myös osa ja vajaatyökykyis pääsisiv nyky parem työskentelem ja ihmist rin pitä kehit kanssakulkijuut perustuv avu mallej jot ketä ei syrjäytetäi puolust myös niitä miljoon maas yks asuv jois nykyin politiik ei juuri hiisku on aika uudist lainsäädäntö niin et se ei kohtel yks asuv eriarvois muide kan asuv nähd valtio pitä tuke kunt kaavoituspolitiik joka luo lisä pien ja kohtuuhintais asunto ja mahdollist erilais yhteisöllis asumis mallej on aika myös jaka vanhemmuud kustannuks kaik työnantaj kesk ja siirty vanhempainvap 666mal jot saisi enem äitej töih ja is enem aika last kan lisä halua edist palkkatasaarvo toteutum turv turvakot vara ja edist vapa abort lue lisä politiik muun muas blog httpwwwmariaohisalofiaiheetblog
Suomen Keskusta,jokais voitav tul toime suomi ei saa kansakunt jakautu tekemätö työ ja työntekij on saatav kohtaam toise työs jaksamis on kiinnitettäv huomio laps ja nuor on tulevaisuus siks perh hyvinvoint halua panost huomio hoito ja hoivatyö lisä voimavaro omaishoitaj kun korvauks lääkär ja hoito on päästäv nopeast ja mahdollis lähe opiskelij lapsiperh ja yksihuoltaj taloudellis selviämis on pidettäv huol lapsilis ja eläk ei saa leika eläk on voitav elä ja eläk ostovoim on turvattav pelastustoim ja poliis apu on saatav nopeast suomi oon säilytettäv jokais turvallis yhteiskunt
Perussuomalaiset,oma maan as ens sit vas muu maailm teen työtä sen ete et kaik oli työtä sekä turvatu toimeentulo eläkeläis ova voimavar ja nuor on tulevaisuus maaseudu eläv pitämin maahanmuuto tiukentamin metsästys ja kalastusharrastust jatkumis tukemin lapsiperh turv
Kansallinen Kokoomus,lap potentiaal tunnetu etel julkis taloud tasapaino sekä verotuks kehittämin työllisyyt tukev suun
Kansallinen Kokoomus,minu tärk asio ova uude työn luomin suome työnteko kannustav sosiaaliturv ja yrittämis helpottamin
Suomen Sosialidemokraattinen Puolue,lap tarv työtä ja toimeentulo kaivos metal ja metsäteollisuus sekä biotalous kasvu kärj matkailu lap valttikort liikent pullonkaul on purettav vt 21 muoniokilpisjärv ja vt 4 kemioulu väli tule lait kunto maant lisä myös rautat merenkulu ja lentoliikent yhteyks on parannettav
Vihreä liitto,ilmastonmuutoks torjunt tasaarvo oikeudenmukaisuud ja suvaitsevaisuud edistäm uusiutuv energia ydinvoim sija armol pakolaispolitiik hädänalais on autettav aina koulutuks ja kulttuur vahvistam
Suomen Sosialidemokraattinen Puolue,hyvinvointipalvelu on puolustettav yhteiskun on pidettäv huol om hyvinvointipalvelu rahoittamis on tuettav kotimaist yrityst kasvu tuotekehity ja vien laajentam verorah pois paratiis veroparatiis lennätety euro ova pois yhteis hyvinvoin paremp työeläm kaik suomalain työeläm tarvits työnantaj ja työntekijö yhteistyö inhimillis työolo ja hyvinvoint panostamin tuke työntekijö jaksam ja vaikut positiivis yrityks tuloks laps loistav tulevaisuus last hyvinvoint on turvattav erilais elämäntilant jokais laps pitä ol vanhemp tulo riippumat tasavertais mahdollisuud kouluttautu ja rakent onnel eläm
Suomen Keskusta,1 soteuudistusriittäv peruspalvelu lähe tehokas erikoissairaanhoito sekä kodinomais vanhust hoivapalvelu 2 laps ja nuor vahv peru eläm tasok koulutu peruskoulu toise ast sekä ammattikorkeakoulu ja yliopisto 3 kestäv pohj olev julkin talous tulo ja meno ova tasapaino
Vasemmistoliitto,työntekij asem ei saa heikent liikenneverkosto ja homekoulu yms kunto
Kansallinen Kokoomus,pient ja keskisuurt yrityst elintil työllistämis tuettav työeläm rakennemuutoks valtio omistajaohjauks olev yrityst katteettom palkkioohjelm uute tarkastelu hajaasutusalue elinkelpoisuut tukev uude lainsäädänö luomin innovatiivis ot ei nykyis jäykkyyd
Suomen Sosialidemokraattinen Puolue,halua parant erityis lapsiperh ja ikäihmist asem yhteiskun edist suome ulko ja sisäturvallisuut sekä pyrk en ehkäisem nuort syrjäytym
Vihreä liitto,tärkeimp vaaliteemo ova yhd vanhem perh erityislapsiperh koulu työpaiko sekä sairaalo sisäilmaongelm omaishoitaj sekä itsensätyöllistäj ja pienyrittäj
Vasemmistoliitto,hyvinvointivaltio kehittämin sosiaalin tasaarvo vanhust ja nuort asem parantamin työntekijö oikeuks parantamin suome talouspolitiik rationalisoint kestäv energ ja ympäristöpolitiik
Kansallinen Kokoomus,halua edist kannustav verotu ja madalt työllistämis liittyv risk kustannuks sekä hallinnol taak halua vaikut siihe et yrittämin ja kotim yrityks sijoittamin on ent houkuttelev
Kansallinen Kokoomus,talous kunto ilm veronkiristyks voim tehost tuottavuut tietoteknis järjestelm hallinto pitä kevent ja purk liika säännöstely ja byrokratia koulutuks on leikatu 17 miljard euro täl vaalikaud jote se ei enä voi jatku jokain nuori tarvits koulutuks ja oma ammat
Kansallinen Kokoomus,halua toim suomalaist hyvinvoin puole työpaik hyvä palvelu turvallisuus sekä ympäristö huolehtimin ova keskeis asia
Vihreä liitto,halua torju ilmastonmuutoks ja luoda suome työpaiko uusiutuv energia ala halua uut kulttuuripolitiik jot muutoks maailm heijastuv myös kulttuur ympär maan halua perustulo jot työn tekemin kannatai aina
Perussuomalaiset,koulutu ja nuort asem suome taloudel tilan vakaam työllisyys ja vient ova avainasio toisa myös julkis sektor siivouskotimain ruoan tuotanto tule säilyt sama huomioid tuotantoeläint olo parantamin ja tuottaj jaksamin
Suomen Kristillisdemokraatit (KD),sote uudistuks valmistumin yhteiskun esteettömyys joukkoliikent soveltumin kaik vammaist ja pitkäaikaissair olosuhtein parantamin ennakkoluulo poistamin pkyrityst toimintamahdollisuuks parantamin syrjäytymis ehkäisemin
Suomen Keskusta,tavoit on onnellin suomi joka arvost laps ja nuor opettaj luota et suomi menestyy panostam koulutuks ja osaamis aion ol edustaj joka tuo voimak maakun ääne kuuluv arkadianmäe osaamin luo työtä ja yrittäjyyt pkyrityks tarvitsev pikais valtio vastaantulo työllistämis helpottamis
Perussuomalaiset,maahanmuuto ja pakolaispolitiik ongelm ratkaisu täl vaalikaud rikoks jotk kohdistuv puolustuskyvyttöm tuli tuom poikkeuks maksim rangaistuks kaksikielisyyd kustannuks laskettav tark ja valmistelu sen lakkauttamis aloitettav kansanedustaj määrä puolittamin puoluetuk lakkautettav yritysvero lasku kytk täys uus toistais voima olev työsopimuks joita yritys luo aloittelev mikroyrittäj vuode vapautus tulovero
Perussuomalaiset,name
Vasemmistoliitto,työtä suomi tarvits sitä saada vain oike päätöks ja teoil ei kurjistam eikä kans ahdinko lisääm
Vihreä liitto,tasaarvois koulutuks turvaamin toise ast ja korkeaast koulutuks sekä opettajakoulutuks kokonaisvaltain osaamis kehittämin elivoim lisäämin maaseutuelinkeino lähiruua kierto ja biotaloud hajautetu energiatuotano ja puurakentamis sekä pienyrittäj asem parantamisenavu
Suomen Sosialidemokraattinen Puolue,eriarvoisuud vähentäm kaik eri sektor verotus työpaik palvelu koultus ym
Suomen Sosialidemokraattinen Puolue,halua vahvist en ehkäisev sosiaalityö ja luoda edellytyks kulttuur ja luov alo työl osa hyvinvoint ja kasvu eriarvoistumis ehkäisemis on vahvistettav perusturv
Suomen Keskusta,tiestö ja infrastruktuur kunnossapito rakentam koulutusasio lapsiperh asio
Suomen Sosialidemokraattinen Puolue,suome vauraut ja turvallisuut on vahvistettav työn tekem ja yrittäjyyt on kannustettav poliittis päätöks eläkeläist toimeentulo on turvattav hyvä ark perh
Kansallinen Kokoomus,vahv koulutusjärjestelm arkijärkev ympäristöratkaisu laps oikeuks ja arj turvallisuut
Suomen Keskusta,suome talous on pantav kunto luoma uus työpaiko ja kasvu uut työtä saada mets puus ja teknologia yrittäjyyt tukem ja sääntely purkam puolustusbudjet on korotettav vähin vuode 2011 taso uskottav puolustus on taattav tulev vuos ja poliis resurs turvattav lisä maahanmuuto ongelm on puututtav ja terrorism torjunt vahvistettav sekä kyberturvallisuut satsattav aion puolust maakun ja vaalipiir alue etu voimak eduskun kaakkoissuom väylä ja investointihank on edistettäv eduskun kaut sekä turvattav elinvoimain maaseutu eläv kyläyhteistö ja palvelu myös kaakonkulm
Suomen Keskusta,terveys turvallisuus ja oikeudenmukaisuus ova teemo erityis sydän lähe ova 65 vuot täyttän meitä on yli milj em ole kustannus vaan voimavar
Suomen Keskusta,ihmist ark liittyv asia kiinnostav eli esimerk työllistymin terveys ja koulutus yrittäjyys ja palvelu turvaamin on lähe sydän kun sinä voit hyv me kaik voim hyv niin koto kuin kod ulkopuol
Vihreä liitto,1 yrittäjyys ei saa ol liian monimutk ja vaikea â €“ rakennemuutoks ja tuet uude tarkastelu 2 julkis ja yksityis nettipalvelu myös senior vammaist nuort ja last ulottuv net toimiv ja edullis palvelu kuuluv kaik 3 toimeentulo on turvattav â €“ ansiosidonnaisuus kaik lyhennety ja sama perustulokokeilu käynt viranomais kirjaam työtä eikä työttömyyt
Suomen Kristillisdemokraatit (KD),perh varh tuke kasvatustyö ja jaksamis koulutuks laatu ja kyky valmist tulevaisuut suome turvallisuud huolehtim sisäis sekä ulkois turvallisuud osa tarv resurs koko suome kehittämin alue hyvinvoint ja elinvoimaisuus
Suomen Kristillisdemokraatit (KD),taloud kehittym yrittäjyyd helpottum ja kansalaismoraal kehittym ja valtiotaloud tasapainottum
Kansallinen Kokoomus,tavoit kansanedustaj on saada suomi liik ja kilpailukykyis työn tekemin ja teettämin on saatav kannattav sekä palvelu ja tuet taloudellis kestäv taso soteuudistus on valmisteltav uude perusteellis ja kokonaisvaltais
Suomen Keskusta,eriarvoisuut vähennettäv talousj työllisyyspolitiik pitk tähtäim suunnitelm yrittämis parem edellytyks perustulokokeilu käynt koulutu hoito ja hoiva kaik tarvitsev
Suomen Keskusta,lapsiperh on tuettav ja ohjattav ennaltaestäv rask palvelu ennaltaehkäisev nuort syrjäytym tätä kaut myös estettäv suome on lisättäv aktiiv kuntoutu omaishoitojärjestelm on uudistettav vanhust hyvinvoint on sivistysvaltio mit kestäv talous uus sukupolv
