party,work_for
Kansallinen Kokoomus,"Satakuntaan on saatava lisää elinvoimaa. Maakuntaan tarvitaan lisää työpaikkoja, jotta tärkeät hyvinvointiyhteiskunnan palvelut voidaan turvata. Satakunnan elinkeinoelämän toiminta pitää turvata, yrittäjyyden edellytyksiä on vahvistettava ja työn tekeminen pitää nostaa päätöksenteossa kärkeen.    Terve julkinen talous turvaa parhaiten hyvinvointiyhteiskunnan. Haluan ajaa vastuullista talouspolitiikkaa, jolla velkaantuminen pysäytetään ja luodaan uutta talouskasvua. Velkaantuminen on vihdoin lopetettava, jotta tulevat sukupolvet eivät joudu kantamaan kohtuutonta velkataakkaa.    Elinvoima lähtee myös koulutuksesta.Koulutusta on puolustettava vaikean taloustilanteen keskellä, ja Satakunnassa on turvattava sekä toisen asteen että korkea-asteen koulutuksen saatavuus."
Suomen Kristillisdemokraatit (KD),Lasten ja nuorten hyvinvointi. Hyvää hoitoa ja huolenpitoa vanhoille ihmisille.
Vasemmistoliitto,"työllistämistä  perusturvaa, köyhyyden vähentämistä  verotusta ja veronkiertoa  pienyrittäjien ja yksinyrittäjien sosiaaliturvaa ja verotusta"
Vasemmistoliitto,"Julkiset hyvinvointipalvelut , erityisesti lähipalvelut.  Vanhusväestölle turvallinen ja inhimillinen vanhuus.  Ihmisten ja alueiden välinen tasa-arvo."
Suomen Sosialidemokraattinen Puolue,Työ kunniaan ja palkalla on tultava toimeen. Työelämän kehittämiseen liittyät asiat on ominta osaamistani.
Suomen Keskusta,"Työllisyyden parantamista, nuorten koulutusmahdollisuuksia, lapsiperheiden palveluja ja  mikro- ja maatalousyrittäjyyden esteiden purkamista."
Suomen Sosialidemokraattinen Puolue,Sosiaali- ja terveydenhuoltoon liittyvät lakiuudistukset.
Vihreä liitto,"Suomen pitää säilyä ja kehittyä sivistysvaltiona. Reilu ja tasa-arvoinen yhteiskunta pitää huolen opetuksesta,  tieteestä ja kulttuurista henkisenä pääomana. Yleisradion julkisen palvelun ydin on syytä kirkastaa, sen pitäisi tarjota kulttuuria ja laatujournalismia, ei kilpailla kaupallisen median kanssa samoista viihdesisällöistä.  Peruskoulun alueellinen eriarvoistuminen pitää estää.  Yliopistoissa on turvattava soveltavan tieteen rinnalla perustutkimuksen kivijalka, joka on välttämätön uusille innovaatioille."
Perussuomalaiset,"Pohjoismainen hyvinvointimalli ja sen kestävä rahoittaminen on minulle tärkeää, hoito ja huolenpito sekä sivistys. Kansallista metsäpolitiikkaa ja biotalouden kasvua, siitä nousevaa työllisyyttä ja elinkeinoelämän vireyttä."
Perussuomalaiset,Työttömyys on saatava kuriin ja valtion velkaantuminen loppumaan. Päätoimisena yrittäjänä tuen vahvasti kotimaista yrittäjyyttä. Uusilla pk-yrityksillä saadaan lisää työpaikkoja. Kotimaisen työvoiman käyttö on oltava aina kannattavampaa kuin ulkomaisen halpatyön.
Suomen Keskusta,"Haluan olla tukemassa Keskustan tekemää laaja-alaista talous- ja aluepolitiikkaa. Uskon, että tämä politiikka on ihmisläheistä."
Kansallinen Kokoomus,"Suomen talous on surkeassa tilassa. Ainoa tapa saada Suomi taas liikkeelle, on talouspolitiikan suunnan kääntäminen. Se tarkoittaa ennen kaikkea veronalennuksia, jotta ihmisille jää taas rahaa kuluttamiseen ja yrityksille jää rahaa investointeihin. Se tarkoittaa myös työmarkkinoiden sääntelyn keventämistä, jotta palkkaaminen tulee yrityksille taas kannattavaksi ja ihmisille riittäisi töitä."
Suomen Sosialidemokraattinen Puolue,"Haluan edistää etenkin lasten, nuorten, lapsiperheiden, ikäihmisten ja vammaisten hyvinvoinnin kehittymistä, yhteiskunnan talous- ja työllisyystilanteen paranemista sekä sisäisen turvallisuuden takaamiseksi riittävän resursoinnin varmistamista."
Suomen Sosialidemokraattinen Puolue,"Itselleni tärkeimmät asiat, joihin haluan vaikuttaa ovat työllisyys, ilmastonmuutos ja kestävä kasvu. Arvoina oikeudenmukaisuus, suvaitsevaisuus ja avoimuus merkitsevät minulle paljon. Haluan olla kaikkien keskisuomalaisten asialla: kansainvälisen kokemukseni lisäksi tunnen myös Keski-Suomen erittäin hyvin. Maakuntamme tarvitsee mielestäni nyt tekoja ja työtä, yhteisponnistuksia ja rohkeita ratkaisuja."
Suomen Sosialidemokraattinen Puolue,"Nuorten ohjaus omille aloille nopeammin, jotta työura alkaisi nuorena. Lapsiperheitä pitää tukea, koska syntyvyys on saatava nousuun. Yritysten verotus on saatava mahdollistamaan kasvun Suomessa, sekä sijoitukset Suomeen pitäisi saada kannattamaan verotuksessakin, niin saamme lisää työpaikkoja."
Suomen Sosialidemokraattinen Puolue,"Talouskasvu, työllisyys ja sivistys."
Perussuomalaiset,Haluan panostaa Suomen taloudelliseen nousuun tukemalla yrittäjyyttä ja työllisyyttä. Vain talouden nousun kautta voimme pitää huolta hyvinvointiyhteiskunnastamme ja peruspalveluista.   Haluan lisäksi poistaa lainsäänönnöllisiä esteitä ja turhaa byrokratiaa yrittäjyyden ja toimeliasuuden kannustamiseksi.  Suomalaisten ja sen enemmistön etu tulee asettaa lähivuosien tavoitteeksi.
Suomen Keskusta,Minulla on kaksi vaaliteemaa: Suomen talous kuntoon ja turvallisuus kuntoon. Itse asiassa ne eivät ole kaksi eri teemaa; ne tarkoittavat samaa asiaa - Suomi kuntoon!
Suomen Kristillisdemokraatit (KD),"- 0% vero 0 - 1000e eläkkeille  - parempaa aluepolitiikkaa, koko suomea kehitettävä  - nuorisotyöttömyyteen pureuduttava  - kiinteistövero alas  - ei ALV:ia sähköveron päälle  - valtionyhtiöiden johdon palkat kohtuullisiksi  - keskittäminen su"
Vihreä liitto,Nuorten työllistyminen ja syrjäytymisen estäminen. Opastetaan heitä tuntemaan omat velvollisuudet ja oikeudet työelämässä. Vesistöt ja eläintensuojelu. Turkistarhauksen aika on ohitse.
Vasemmistoliitto,Työttömien ja muiden vähävaraisiksi luokiteltavien edunvalvontaa.
Suomen Kristillisdemokraatit (KD),"Viittomakielen aseman vahvistaminen ja tulkkipalveluiden saatavuuden varmistaminen. Työllistymiseen on löydettävä työkaluja, pienyrittäjän ensimmäisen työntekijän palkkauksesta on tehtävä helpompaa, lapsiin kohdistuvia seksuaalirikoksia on kovennettava ja rikoksiin syyllistyneet ulkomaalaiset on voitava karkoittaa omaan kotimaahansa."
Vihreä liitto,"Vaaliteemojani ovat yksinyrittäjien verotuksen ja sosiaaliturvan kehittäminen, lasten ja nuorten hyvinvoinnin turvaaminen, julkisen terveydenhuollon toimivuuden turvaaminen ja vanhuksista huolehtiminen sekä yhtäläiset mahdollisuudet kulttuurista, luonnosta ja liikkumisesta nauttimiseen. Energia- ja liikennepolitiikka ovat tärkeitä mm. ilmaston muutoksen ehkäisemisessä ja yleisesti tässä alati kehittyvässä maailmassa."
Suomen Kristillisdemokraatit (KD),"Riittävää lähitukea perheille sekä hoivaa vanhuksille, työllisyyden tukemista yrittäjien velvoitteita yksinkertaistamalla sekä korjausvelan hoidolla niin rakennusten kuin infran osalta ja turvallisuupolitiikan tukemista mm. puolustuskykyyn panostaen."
Suomen Keskusta,"On selvä asia, että talous on saatava kuntoon ja ihmisille töitä. Työssä on myös jaksettava pidempään. Hyvä koulutus on vahvuutemme ja samanarvoisuuden tae - leikkaukset on lopetettava ja kehitystyötä jatkettava. Pienille lapsille on taattava kasvurauha: riittävästi hoivaa, aikaa, turvaa ja leikkiä. Perheiden arkea on vahvistettava mm. työn ja perheen yhteensovittamista kehittämällä. Minulle on tärkeää myös suomalainen puhdas ruoka ja luonto, vanhuksista huolehtiminen ja vapaus valita asuinpaikka. Uuttamaata on kehitettävä tasapuolisesti."
Suomen Kristillisdemokraatit (KD),Työelämän joustavuutta ja työllistymisen helpottumista etenkin nuorten kohdalla. Lasten aseman parantumista kohdusta saakka. Lastensuojelun ja mielenterveyspalvelujen resurssien lisäämistä. Vanhusten ja vammaisten elämänlaadun parantamista haluan ajaa koko Suomessa alkaen pohjoisesta.
Vasemmistoliitto,"Olen ehdolla, jotta suomalaisilla olisi mahdollisuus vaikuttaa päätöksentekoon myös vaalien välisenä aikana. Teen työtä suoremman ja paremman demokratina puolesta. Tarvitsemme myös selvän suunnan muutoksen talouspolitiikassa. Taloutta ei saada kasvuun ilman elvyttävää julkista investointiohjelmaa."
Suomen Keskusta,"Kotimaista työtä ja yrittäjyyttä, hyvinvointia, lapsiperheiden ja vanhusten asiaa. Suomalaista elintarviketuotantoa ja kotimaista energiaa."
Perussuomalaiset,"TYÃ–, TALOUS JA OIKEUS  -Työttömyyden vähentäminen ja valtion talous: Työn vastaanottaminen tai yrittäjäksi ryhtyminen tulisi olla kannattavampaa kuin työttömänä olo. Yrittäjyyden kynnystä on alennettava tukemalla yritystoiminnan aloittamista. Valtion velkaantumisen pienentäminen.     -Oikeudenmukaisuus: mm autoverotuksessa, valtion holhousta vähennettävä, kohtuuhintaiset ja terveelliset asunnot ja rakennukset, ennaltaehkäisevä tuki"
Suomen Keskusta,"Lapissa on mahdollisuus työhön, toimeentuloon, koulutukseen ja laadukkaaseen arkeen.    Tulevaisuuteni Lapissa on elinkeinoja teollisuudesta ja kaupasta palveluihin, matkailuun, bioenergiaan sekä maa- ja metsätalouteen. Yrittäjyys ja investoinnit luovat työpaikkoja. Hyödynnämme kunnioittaen Lapin erityispiirteitä: arktisuutta, luonnonvaroja, puhdasta luontoa ja ruokaa.    Elinvoimainen Suomi koostuu elinvoimaisista maakunnista, seutukunnista ja alueista.  Keskittäminen pääkaupunkiseudulle ja kasvukeskuksiin ei ole ratkaisu, koska sillä köyhdytetään Suomen niin lähtevästä kuin vastaanottavasta päästä."
Perussuomalaiset,"- nuorten työllistymisen edellytyksiä parannettava  - vanhuksien arvostaminen, ihmisiä avuksi  - työn tulisi olla kannattavaa ja kannustavaa"
Suomen Sosialidemokraattinen Puolue,"Haluan ylipäätään edistää politiikallani paremman arjen toteutumista. Työelämän kehittämistä, työn ja perheen yhteensovittamisen keinoja sekä työelämän laadun parantamista. Koulutuspolitiikassa maksutonta ja laadukasta koulutusta, vapaan sivistystyön saatavuutta sekä ammattilisen koulutuksen lähiopetuksen turvaamista. Sosiaali- ja terveyspalvelujen kehittämistä, kolmannen sektorin toimintaedellytysten turvaamista palveluntuottajina sekä saattohoidon valtakunnallisen koulutus- ja toimintamallin luomista."
Suomen Kristillisdemokraatit (KD),Perheiden ja nuorten hyvinvointi  Syrjäytymisen ehkäisy  Yrittäjyyden ja nuorten työllistämisen ehkäisy  Lähipalveluiden ja haja-asutusalueen kehittäminen
Vihreä liitto,"Haluan  tehdä energiaremontin, jolla Suomi siirtyy uusiutuviin ja samalla saadaan lisää työtä.     Haluan huolehtia tasa-arvosta sekä  torjua köyhyyttä ja eriarvoisuutta.     Haluan, että Suomen hyvästä koulutuksesta pidetään kiinni ja koulutus säilyy maksuttomana. Itä-Suomen yliopiston ja korkeakoulujen tulevaisuus turvataan.     Haluan edistää perustulon käyttöönottoa sekä varmistaa, että kaikilla on hyvä vanhuus.     Haluan että luonnonmonimuotoisuudesta huolehditaan, saimaannorppa suojellaan, vedet pidetään puhtaina ja ympäristöä ei turmella."
Perussuomalaiset,"Lasten, lapsiperheiden, pieneläkeläisten, pienituloisten sekä pienyrittäjien asioita. Sosiaali -ja terveyspalveluihin laatua. Maaseudulle pienviljelyä ja pienyrittäjyyttä lisää. Metsästä elinkeinoa ja energiaa enemmän."
Vasemmistoliitto,"Julkinen rakennuskanta ja tieverkosto pitää saada kuntoon. Sisäilmasairaille on taattava asianmukainen ja ajantasainen hoito, jotta pahemmilta sairauksilta vältytään. Ratkaisuja tulee miettiä pitkällä tähtäimellä kustannustehokkaasti. Se missä säästetään nyt, voi tulla todella kalliiksi jo lähivuosina. Huijarirakentajat vastuuseen teoistaan. Rakennusmääräyksien rikkojille sakkorangangaistus."
Vasemmistoliitto,"Politiikan tehtävä on luoda vaihtoehtoja, niin yhteiskunnan kehitykselle kuin yksittäiselle ihmiselle. Näitä vaihtoehtoja luodaan rakentamalla hyvinvointiyhteiskuntaa, jossa jokaisella ihmisellä on oikeus ja mahdollisuus toimeentuloon, terveydenhuoltoon ja koulutukseen. Ilman näitä perusoikeuksia tasa-arvolla ei ole mitään mahdollisuuksia toteutua."
Suomen Sosialidemokraattinen Puolue,"Julkinen talous kuntoon, yhteiskuntamme rakenteita on korjattava. Haluan, että Suomi pysyy turvallisena maana meille ja lapsillemme. Kaikkien lasten tulee voida osallistua liikuntaharrastuksiin."
Vasemmistoliitto,"Perustulosta on saatava kokeilu aikaan, talouspolitiikan suunta käännettävä elvyttäväksi, koulutukseen on tehtävä lisäpanostuksia."
Suomen Keskusta,"Vaalitavoitteeni liittyvät perheeseen, työhön ja kansainvälisyyteen. Ne ovat minulle tärkeitä asioita, ja Suomi tarvitsee niitä menestyäkseen."
Perussuomalaiset,Harmaa talous.  Suomen talous nousuun.  Maahan muutto.  Puolustuspolitiikka  Perhepolitiikka
Suomen Keskusta,Sosiaali- ja terveydenhuolto kuntoon.  Nuorille työtä ehkäisemään syrjäytymistä.  Perheille varhaista tukea.  Turvallinen ja terveellinen Suomi elää ja asua.
Suomen Keskusta,#NIMI?
Vasemmistoliitto,"Haluan a) lisätä työn tekijän mahdollisuuksia kekseliääseen toimintaan, b) auttaa ylivelkaantuvia nuoria ja senioreita siirtämällä resursseja ennakoivaan neuvontaan sekä c) ajamalla perustuloa kaikille. Yhdessä me selviämme!"
Vasemmistoliitto,"Seuraavan eduskuntavaalikauden aikana tuloeroja tulee kaventaa, julkiset palvelut turvata ja parantaa työntekemisen mahdollisuuksia. Hyvinvointivaltion jälleenrakentamiseen tarvitaan elvytystä. Investoinnit teihin, julkisiin rakennuksiin sekä tutkimukseen ja kehitykseen maksavat itsensä takaisin työllisyyden parantumisena."
Vihreä liitto,"Olen kahden pienen lapsen äiti ja sitä kautta entistä vahvemmin ymmärtänyt, miten tärkeää on hyvän ja tasa-arvoisen koulutuksen turvaaminen. Myös elämän toisen ääripään haasteet ovat tuttuakin tutummat - asumme kolmen sukupolven taloudessa. Tasa-arvo, ihmisoikeudet, ympäristö- ja luontoarvot, eläinten oikeudet, maaseudun elinkelpoisuus - siinä haastetta kerrakseen."
Vihreä liitto,"Haluan tehokkaampia lakeja suojelemaan ympäristöä kuten uuden kaivoslain. Haluan edistää työllisyyttä erityisesti nuorten start-up-yritysten myötä. Ja kansantaloutta voi elvyttää esimerkiksi sulkemalla veroparatiisit, joihin  katoaa vuosittain miljardeja potentiaalisista verotuloista.  Haluan myös vaikuttaa taiteen tulevaisuuteen uusimalla rahoitusorganisaatiota ja turvaamalla taiteilijoiden toimeentulon mahdollisella taiteilijapalkalla. Sen muodostuminen on ensin selvitettävä.  Tärkeää on säilyttää terveydenhuollon taso, ja erityisesti lapsiperheiden nopean avun saanti. Vanhusten kotihoidon ja terveyspalvelujen saatavuutta on kohennettava. Nykyinen tilanne ei ole inhimillinen."
Kansallinen Kokoomus,Työn tekemisestä pitää tehdä kannattavaa ja työllistämisestä helpompaa. Liikuntaa tulee lisätä kaiken ikäisille - kouluissa liikkumista edistettävä. Perhevapaiden kustannukset tulee jakaa tasaisemmin. Itämeren tilan parantamista tulee entisestään vauhdittaa.
Vasemmistoliitto,"Haluan edistää hyvinvointia, yhdenvertaisuutta ja oikeudenmukaisuutta tasapuolisesti ympäri Suomea. Ajatuksissani erityisesti ovat lapsiperheet, nuoret ja vanhukset."
Vihreä liitto,"Lapsiperheiden, köyhien ja ympäristön"
Suomen Keskusta,Työpaikkojen saamista maaseudulle.Terveyspalvelut lähelle kuntalaisia ja maaseudun elinolosuhteiden ja elämisen edellytysten säilyminen tasavertaisena
Vasemmistoliitto,#NIMI?
Vasemmistoliitto,"Työ, työllisyys, työelämän kysymykset. Aluepolitiikka ja perusturvaan liittyvät asiat. Myös järkevä ympäristöpolitiikka."
Suomen Sosialidemokraattinen Puolue,Haluan parantaa lainsäädännön laatukysymyksiä. Lakien valmistelu ja lakien tulkintakäytännöt tulee olla jatkossa parempaa. Ympäristöpolitiikan tulisi huomioida paremmin asuminen ja ihmiset. Tarvitaan yhteisöllistä ympäristöpolitiikkaa. Hyvinvointia tulee jakaa tasapuolisesti ja siinä verotus on yksi työväline.
Vihreä liitto,"1. Vihreä talous on tulevaisuus. Vihreä talous tarkoittaa yhteiskuntaa, joka tietää että vain muutos on pysyvää.  Se tunnistaa yhä kiihtyvän globalisaation, automatisaation sekä digitalisaation Suomessa ja toimii niitä hyödyntäen luoden työtä ja hyvinvointia, eikä taistele niitä vastaan.     2. Sanotaan ei himoleikkaajille.  Laadukasta koulutusta tai terveydenhuoltoa ei yksityistetä varakkaiden etuoikeudeksi, vaan päivitetään pohjoismainen hyvinvointivaltio. Verotuksen painopistettä siirretään työn ja yrittämisen verotuksesta ympäristölle haitallisen toiminnan, varallisuuden ja kulutuksen verottamiseen.     Investoidaan fiksumpiin tapoihin ja rakenteisiin tuottaa julkispalveluita suomalaisille, jolloin saadaan enemmän vähemmällä.     3. Tehdään sosiaaliturvan täysremontti â€“ sovitetaan työ, yrittäjyys ja sosiaaliturva paremmin yhteen. Turvataan kaikkien riittävä toimeentulo ja tehdään työnteosta aina kannattavaa. Vapautetaan pienet ansio- ja pääomatulot veroista.      4.  Koulutus on investointi Suomen hyvinvointiin ja tulevaisuuteen. Maailman osaavinta kansaa ei luoda koulutuksesta säästämällä, vaan laajapohjaiseen ja laadukkaaseen koulutukseen panostamalla"
Vasemmistoliitto,Heikoimmassa asemassa olevien oikeuksien puolustaminen.
Suomen Keskusta,"Tavoitteena on tehdä työtä sen eteen, että eri sukupolvien on hyvä elää täällä Itä-Suomessa.     SOTE tulee lopulta saada järjestykseen. Ne voidaan tuottaa joko kuntayhtymä- tai maakuntamallin mukaan. Perusterveydenhuolto ja erikoissairaanhoito tulee integroida yhteen. Monikanavainen rahoitus tulee ratkaista.  Yksityinen terveydenhuolto täydentää julkista."
Kansallinen Kokoomus,"Pohjois-Suomi tulee säilyttää elinvoimaisena ja kilpailukyky tulee turvata pitkistä matkoista huolimatta.  Nuoret on saatava ajoissa työelämään - uusia työpaikkoja ja koulutusta tarvitaan.   Yrityselämään on saatava lisää joustoa ja paikallista sopimista - sääntelyä on vähennettävä.  Palvelusetelillä on turvattava kansalaisille valinnan vapaus ja pienten yritysten mahdollisuus päästä markkinoille on turvattava. Vammaisten erityistarpeet on huomioitava. Ikäihmisille on varmistettava hyvä hoito ja kohtelu, sekä kotona pärjäämisen tueksi on tarjottava riittävät tuki- ja kuntoutuspalvelut. Omaishoitajien työtä on arvostettava oikealla palkalla ja sosiaaliturvalla."
Kansallinen Kokoomus,"1. Hyvinvointiyhteiskunnan säilyttäminen:  Pienten ja keskisuurten yritysten toimintaedellytysten parantaminen mm. ALV-rajaa nostamalla 100000:een euroon ja yritysverotusta kehittämällä. Työn tekemisen kannattavuuden lisääminen ja ostovoiman vahvistaminen palkkaverotusta keventämällä kaikissa tuloluokissa.     2. Sisäisen turvallisuuden ylläpito:  Poliisin, oikeushallinnon, pelastustoimen ja hätäkeskuksen rahoitus- ja henkilöstöresurssit on vakautettava. Oikeusturva ja työturvallisuus on taattava poliisi- ja pelastustyössä. Näiden alojen eläkeikä tulisi olla korkeintaan 63 vuotta.    3. Rikoksen uhrin aseman parantaminen:  Rikoksen uhrin asema on jäänyt rikoksen tekijän aseman varjoon. Rikoksen tekijän oikeudet huomioidaan kohtuuttomasti suhteessa rikoksen uhriin. Uhrille tarjottavia tukimuotoja on kehitettävä ja yhdenmukaistettava. Taparikollisten ja rikoksen uusijoiden rangaistuksia on kovennettava."
